"","mean_passive","rating","num_words_review","id","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","percent_pronoun","type_token","mean_words_sent","num_cap_letters_sent","num_punc_sent"
"2579",0,"5",1,"41386","0","0","0","0","1","0","0","1","0",1,0,1,1,1,0
"2580",0,"5",20,"589183","0","0","0","0","0","0","0","0","0",0,0.5,0.909090909090909,20,4,10
"2581",0,"5",56,"509482","0","0","0","1","2","0","0","1","0",2,0.285714285714286,0.627450980392157,11.2,4.6,1.6
"2582",0,"5",13,"196418","0","1","0","0","1","0","1","1","0",2,0,1,6.5,2.5,1
"2583",0,"5",26,"194471","1","0","0","0","1","0","0","1","0",1,0.285714285714286,0.875,5.2,1,1
"2584",0,"5",57,"872711","1","1","1","2","1","3","1","1","3",2,0.285714285714286,0.728813559322034,11.4,1.2,2.2
"2585",0,"0",6,"447617","0","1","0","1","0","0","0","0","1",0,0,1,6,0,0
"2586",0,"5",53,"721278","0","0","0","1","2","1","1","2","1",2,0.2,0.830188679245283,13.25,1,1.75
"2587",0.25,"5",120,"650480","0","0","0","0","2","0","1","1","1",4,0.461538461538462,0.75,17.1428571428571,2,1.85714285714286
"2588",0,"5",39,"500349","1","0","0","0","1","0","0","2","0",1,0.333333333333333,0.948717948717949,9.75,1,1
"2589",0,"5",67,"390154","0","3","0","0","4","1","1","2","1",5,0.444444444444444,0.73134328358209,13.4,1.6,1.6
"2590",0,"2",29,"758710","0","0","0","0","0","0","0","0","1",1,0.5,0.8,14.5,1.5,4
"2591",0,"5",68,"127053","0","0","0","1","0","0","0","0","1",2,0.272727272727273,0.823529411764706,9.71428571428571,2.42857142857143,2.42857142857143
"2592",0,"5",16,"608531","0","1","0","0","1","0","1","1","0",3,0.25,1,5.33333333333333,1,1.66666666666667
"2593",0,"0",16,"799715","0","0","0","0","1","0","0","1","0",2,0,0.882352941176471,8,1,3
"2594",0,"5",54,"420918","0","3","0","0","2","0","2","2","0",2,0.333333333333333,0.773584905660377,10.8,1.8,1.4
"2595",0,"5",27,"303377","0","1","0","1","1","1","1","0","0",1,0.25,0.92,9,2.33333333333333,1.66666666666667
"2596",0,"5",65,"555652","0","2","0","0","2","0","1","2","1",2,0.444444444444444,0.772727272727273,13,1.4,2.6
"2597",0.125,"5",111,"779858","0","4","0","2","3","0","0","4","0",5,0.4,0.681818181818182,12.3333333333333,2.22222222222222,1.88888888888889
"2598",0,"4",172,"812174","1","5","0","2","5","1","2","3","2",6,0.434782608695652,0.594117647058824,14.3333333333333,1.91666666666667,2.83333333333333
"2599",0.166666666666667,"5",65,"724370","1","2","1","0","0","0","0","2","2",2,0.4,0.815384615384615,10.8333333333333,1,3
"2600",0,"5",203,"78081","0","6","2","0","7","0","2","7","1",10,0.470588235294118,0.663414634146341,22.5555555555556,2.66666666666667,3.88888888888889
"2601",0,"5",63,"421868","0","0","0","1","1","1","0","1","2",2,0.363636363636364,0.682539682539683,15.75,2,3.75
"2602",0,"5",97,"420657","0","1","1","2","4","0","1","5","1",7,0.384615384615385,0.78125,13.8571428571429,2.42857142857143,2.14285714285714
"2603",0,"4",58,"399289","0","0","0","0","0","0","0","0","0",1,0.333333333333333,0.728813559322034,9.66666666666667,2.16666666666667,1.5
"2604",0,"5",32,"165424","0","2","0","0","3","0","2","3","1",4,0.166666666666667,0.806451612903226,6.4,1.2,1
"2605",0,"5",60,"33777","0","1","0","0","0","0","1","1","0",0,0.333333333333333,0.847457627118644,20,1.33333333333333,3.66666666666667
"2606",0,"5",55,"119693","0","0","0","0","1","0","1","1","0",1,0.428571428571429,0.781818181818182,13.75,1.5,1.25
"2607",0,"5",14,"99707","0","0","0","0","1","0","1","1","0",1,0.333333333333333,1,7,5.5,0.5
"2608",0.333333333333333,"5",28,"152390","0","1","0","0","2","1","0","2","1",2,0.2,0.928571428571429,9.33333333333333,2.66666666666667,2.33333333333333
"2609",0,"5",21,"304759","0","0","1","0","0","0","0","0","1",0,0.333333333333333,1,10.5,2.5,1.5
"2610",0,"5",150,"439445","1","4","0","2","4","1","2","5","1",6,0.375,0.635135135135135,21.4285714285714,5.71428571428571,3
"2611",0.142857142857143,"5",63,"87765","1","3","1","1","5","2","2","4","3",6,0.25,0.793650793650794,7,1.22222222222222,1.22222222222222
"2612",0,"5",55,"738364","0","2","1","0","3","0","1","2","1",4,0.2,0.777777777777778,13.75,2.75,1.75
"2613",0,"5",36,"483227","0","1","0","0","1","0","0","0","1",3,0.333333333333333,0.833333333333333,6,1.16666666666667,1.5
"2614",0,"5",92,"866789","0","3","0","0","2","0","1","1","1",5,0.466666666666667,0.698924731182796,11.5,1.5,3
"2615",0,"5",77,"532046","0","0","0","0","1","0","1","2","0",1,0.416666666666667,0.689189189189189,11,1.14285714285714,1.85714285714286
"2616",0.25,"5",160,"700730","3","3","2","1","1","1","1","3","6",3,0.466666666666667,0.656050955414013,20,3.625,3
"2617",0,"5",25,"755577","0","0","0","0","1","0","1","1","0",1,0.25,0.92,8.33333333333333,2,1.66666666666667
"2618",0,"4",26,"654297","0","2","0","0","2","0","2","2","0",2,0.25,0.884615384615385,13,1.5,1.5
"2619",1,"5",10,"338163","1","0","0","1","1","1","0","1","1",1,0,1,10,1,4
"2620",0,"5",44,"740118","1","2","0","0","1","0","1","2","0",3,0,0.818181818181818,14.6666666666667,7.33333333333333,3.66666666666667
"2621",0,"5",78,"31181","1","2","0","0","2","0","1","1","1",2,0.470588235294118,0.727272727272727,8.66666666666667,2.44444444444444,2.11111111111111
"2622",0.166666666666667,"5",75,"421183","0","2","0","0","3","0","1","2","1",3,0.333333333333333,0.77027027027027,12.5,2.16666666666667,1.5
"2623",0,"5",31,"134721","0","0","0","0","2","0","0","1","0",3,0.333333333333333,0.903225806451613,7.75,1.5,1.5
"2624",0,"5",21,"105968","0","1","1","0","1","1","1","0","1",1,0.333333333333333,0.947368421052632,5.25,2,2.25
"2625",0,"5",10,"34052","0","0","0","0","1","0","0","0","0",1,0.333333333333333,0.9,10,2,2
"2626",0,"1",55,"657210","0","0","0","0","1","0","0","1","0",1,0.4,0.833333333333333,18.3333333333333,2.33333333333333,4
"2627",0,"5",56,"834944","0","1","0","0","1","0","0","2","0",3,0.25,0.803571428571429,14,2.25,2
"2628",0,"0",27,"203653","0","2","1","0","2","0","1","1","1",2,0.333333333333333,0.888888888888889,6.75,1.5,1
"2629",0,"5",73,"772415","0","2","0","0","1","1","1","2","2",4,0.3,0.853333333333333,12.1666666666667,3.33333333333333,3
"2630",0,"5",9,"358245","0","1","0","0","1","0","0","1","0",1,0.333333333333333,1,4.5,1,0.5
"2631",0,"5",119,"228944","0","0","0","1","1","0","0","0","0",1,0.4375,0.647058823529412,13.2222222222222,4,2.11111111111111
"2632",0,"5",22,"324663","0","1","1","1","1","0","0","1","0",1,0.4,1,7.33333333333333,2.33333333333333,2.33333333333333
"2633",0,"5",35,"448893","1","1","0","0","1","2","1","1","0",2,0.142857142857143,0.975,5.83333333333333,2.83333333333333,2.66666666666667
"2634",0,"5",28,"591290","1","2","0","1","1","0","0","1","0",1,0.4,0.866666666666667,28,4,5
"2635",0,"4",168,"612258","0","4","2","2","7","1","1","4","3",10,0.363636363636364,0.640718562874252,24,2.28571428571429,6
"2636",0,"5",167,"69580","0","3","0","0","5","1","1","2","2",9,0.4375,0.581818181818182,20.875,2.25,2.375
"2637",0,"5",57,"653292","0","1","0","0","1","0","0","1","0",3,0.333333333333333,0.847457627118644,19,1.33333333333333,6
"2638",0,"5",9,"804050","0","0","0","0","0","0","0","0","0",0,0,1,9,0,0
"2639",0,"4",18,"828944","0","1","0","0","2","0","1","1","0",2,0.25,0.944444444444444,6,1,1.33333333333333
"2640",0,"0",19,"728431","0","0","0","0","0","0","0","0","1",0,0.4,1,6.33333333333333,1,1
"2641",0,"5",113,"326320","0","0","0","0","0","0","0","0","0",0,0.428571428571429,0.666666666666667,14.125,1.375,2.125
"2642",0,"5",17,"50854","0","0","0","0","1","0","0","0","0",1,0,0.944444444444444,8.5,2.5,2
"2643",0,"5",35,"601502","1","0","0","0","1","0","1","1","0",1,0.5,0.857142857142857,17.5,2,4
"2644",0.142857142857143,"5",148,"485740","1","1","0","1","1","0","1","1","2",7,0.3,0.555555555555556,21.1428571428571,2.85714285714286,3.85714285714286
"2645",0.333333333333333,"5",51,"698311","0","2","0","0","2","0","1","2","0",3,0.5,0.872727272727273,17,3.33333333333333,3
"2646",0,"5",16,"75653","0","0","0","0","0","0","0","0","0",0,0.25,0.9375,5.33333333333333,1,1.33333333333333
"2647",0,"5",59,"33329","1","1","0","0","2","0","2","2","1",2,0.333333333333333,0.741379310344828,9.83333333333333,1.66666666666667,1.66666666666667
"2648",0,"5",7,"721074","1","0","0","0","0","0","0","0","1",0,0,1,7,10,5
"2649",0,"0",30,"189046","0","2","0","0","2","0","1","2","1",3,0,0.866666666666667,10,1,2
"2650",0,"0",32,"622234","0","1","0","0","0","0","0","0","0",2,0.2,0.866666666666667,10.6666666666667,2.33333333333333,2
"2651",0,"4",125,"577566","0","3","0","0","4","0","1","4","0",5,0.428571428571429,0.655737704918033,15.625,2.375,2.5
"2652",0,"5",29,"670096","0","3","0","0","1","0","2","1","0",2,0.333333333333333,0.862068965517241,7.25,1.25,2.5
"2653",0,"5",7,"19772","0","0","0","0","1","0","1","1","0",1,0,1,7,4,0
"2654",0,"5",34,"803776","0","1","0","0","2","0","1","2","0",2,0.333333333333333,0.823529411764706,8.5,1.25,1.25
"2655",0,"5",104,"399553","1","4","0","0","4","0","2","4","0",7,0.4375,0.742857142857143,17.3333333333333,3,4
"2656",0,"5",48,"776255","0","2","1","0","3","1","2","1","1",4,0.428571428571429,0.770833333333333,12,1,1.5
"2657",0,"5",36,"29720","0","1","0","0","2","0","2","2","0",2,0.25,0.885714285714286,6,0.833333333333333,1.33333333333333
"2658",1,"0",31,"410232","1","3","2","0","3","0","2","3","1",4,0.5,0.806451612903226,31,5,4
"2659",0,"5",43,"244147","0","0","0","1","1","0","1","1","0",1,0.333333333333333,0.883720930232558,7.16666666666667,1.33333333333333,1.16666666666667
"2660",0,"5",60,"143223","0","0","0","0","2","1","0","1","1",2,0.285714285714286,0.827586206896552,12,2,2
"2661",0,"5",52,"467514","0","1","0","0","1","0","1","1","0",1,0.333333333333333,0.784313725490196,8.66666666666667,1.83333333333333,1.83333333333333
"2662",0,"4",25,"411079","0","3","0","0","2","1","2","2","0",2,0.285714285714286,0.92,5,1.2,1
"2663",0,"5",167,"557576","0","1","0","0","1","0","0","4","2",4,0.333333333333333,0.666666666666667,27.8333333333333,12.6666666666667,6
"2664",0,"5",30,"78139","0","2","2","0","2","0","2","2","2",2,0,0.870967741935484,10,1.33333333333333,3
"2665",0,"5",33,"334554","0","0","0","0","1","0","0","1","0",1,0.5,0.939393939393939,11,1,1.33333333333333
"2666",0.142857142857143,"5",97,"835846","0","3","1","0","2","0","1","3","1",4,0.333333333333333,0.720430107526882,12.125,1.375,2.625
"2667",0,"5",167,"595693","0","8","0","0","6","1","4","7","1",7,0.444444444444444,0.63030303030303,33.4,6,8
"2668",0,"5",68,"197941","0","0","0","1","2","0","0","2","1",4,0.25,0.769230769230769,7.55555555555556,2.55555555555556,1.22222222222222
"2669",0.2,"1",34,"258972","1","1","2","1","0","0","0","0","2",0,0.2,0.911764705882353,8.5,1.25,3.75
"2670",0,"4",41,"737236","1","1","0","0","0","0","0","0","0",1,0.5,0.85,13.6666666666667,2.66666666666667,1.66666666666667
"2671",0,"5",44,"711192","0","2","0","0","2","0","1","1","3",3,0.428571428571429,0.886363636363636,11,1.75,1.75
"2672",0,"5",80,"641665","0","0","0","1","2","0","1","1","0",3,0.25,0.7875,8.88888888888889,1.33333333333333,1.77777777777778
"2673",0,"5",26,"283473","0","1","0","0","2","0","1","2","0",2,0.5,0.846153846153846,26,2,1
"2674",0,"5",34,"527931","0","1","0","0","1","0","1","1","0",1,0.285714285714286,0.84375,6.8,1.2,2
"2675",0,"5",149,"86406","2","3","0","1","4","0","0","1","3",5,0.461538461538462,0.702702702702703,21.2857142857143,2.28571428571429,3.42857142857143
"2676",0,"5",16,"237413","0","0","0","0","0","0","0","0","0",2,0.25,0.941176470588235,5.33333333333333,0.666666666666667,1.66666666666667
"2677",0,"5",40,"56658","0","1","0","1","0","1","0","1","1",1,0.428571428571429,0.875,10,1.25,1.5
"2678",0,"5",36,"514675","0","2","0","0","5","0","2","2","0",6,0.333333333333333,0.75,9,1,1
"2679",0.2,"5",78,"828985","0","0","1","0","1","0","0","0","2",2,0.375,0.769230769230769,15.6,1.4,2.2
"2680",0,"5",189,"805358","1","2","0","1","6","0","4","4","2",7,0.416666666666667,0.603174603174603,23.625,6.125,5.25
"2681",0,"5",77,"261655","0","2","0","0","0","0","0","1","1",2,0.5,0.689189189189189,12.8333333333333,2.16666666666667,1.5
"2682",0,"5",74,"105178","2","1","1","1","3","0","0","1","2",5,0.428571428571429,0.693333333333333,12.3333333333333,3.5,3.16666666666667
"2683",0.125,"5",132,"720140","0","1","0","0","2","1","0","2","1",4,0.3125,0.656488549618321,12,2.09090909090909,2.63636363636364
"2684",0,"3",61,"361665","0","1","0","1","1","0","0","0","1",2,0.444444444444444,0.879310344827586,12.2,1.8,2.6
"2685",0,"4",30,"287645","0","0","0","1","0","0","0","0","0",0,0.333333333333333,0.931034482758621,30,4,3
"2686",0,"5",35,"383217","0","0","0","0","0","0","0","0","0",0,0.444444444444444,0.911764705882353,7,2.2,1.8
"2687",0,"5",37,"41061","0","1","0","1","1","0","0","1","0",2,0.5,0.864864864864865,37,6,6
"2688",0,"5",60,"201704","0","1","0","1","1","0","1","1","0",1,0.285714285714286,0.790322580645161,10,2.5,3.16666666666667
"2689",0,"5",74,"157629","0","2","0","0","2","0","2","0","0",4,0.4,0.743243243243243,14.8,3.6,3.4
"2690",0,"5",6,"179993","0","0","0","0","0","1","0","0","0",1,0,1,6,1,2
"2691",0,"5",3,"68982","0","1","0","0","1","0","0","1","0",1,0,1,3,1,4
"2692",0,"0",174,"112593","0","3","0","0","3","1","3","4","2",7,0.473684210526316,0.586826347305389,17.4,1.8,3.4
"2693",0,"5",37,"589149","0","1","0","0","1","0","0","1","0",2,0.375,0.842105263157895,9.25,1.5,1
"2694",0,"5",56,"684695","0","1","0","1","1","0","0","3","1",3,0.333333333333333,0.842105263157895,14,1.5,2
"2695",0.333333333333333,"4",31,"568701","1","1","1","0","2","0","1","2","1",2,0.25,0.933333333333333,10.3333333333333,1,1.33333333333333
"2696",0,"5",42,"394550","1","0","0","0","0","0","0","0","1",0,0.285714285714286,0.878048780487805,10.5,1.75,2
"2697",0,"5",28,"711181","1","0","0","0","0","0","0","1","1",1,0.2,0.962962962962963,7,1.25,1.25
"2698",0,"5",27,"213651","0","1","0","0","3","0","0","2","0",3,0.5,0.961538461538462,13.5,2,3.5
"2699",0,"5",47,"683224","0","0","0","1","1","0","1","1","0",3,0.333333333333333,0.869565217391304,9.4,1.2,1.4
"2700",0,"4",27,"499965","0","0","1","0","0","0","0","1","1",1,0,0.857142857142857,13.5,3,2.5
"2701",0,"3",48,"44796","0","0","0","0","0","0","0","0","1",0,0.428571428571429,0.765957446808511,12,1.5,1.5
"2702",0,"5",19,"550161","0","1","0","0","2","0","2","2","0",2,0.333333333333333,0.944444444444444,4.75,1.25,1.25
"2703",0,"2",206,"788106","2","3","2","4","2","6","2","2","7",4,0.5,0.54679802955665,34.3333333333333,5.16666666666667,4.33333333333333
"2704",0,"4",40,"503599","0","0","0","0","1","0","1","1","0",1,0.4,0.918918918918919,13.3333333333333,6,2.33333333333333
"2705",0,"5",59,"341678","1","0","0","0","2","0","0","1","1",2,0.454545454545455,0.862068965517241,9.83333333333333,1.66666666666667,1.5
"2706",0,"5",16,"568887","0","1","1","1","1","1","1","1","1",1,0.333333333333333,1,8,1,2.5
"2707",0,"3",41,"748491","0","0","1","1","0","0","0","0","1",0,0.333333333333333,0.738095238095238,10.25,1.75,1.25
"2708",0.142857142857143,"5",125,"485010","0","3","0","1","3","0","3","2","0",4,0.3,0.645161290322581,17.8571428571429,1.57142857142857,2.85714285714286
"2709",0,"4",47,"363088","1","2","0","1","3","1","0","1","1",3,0.428571428571429,0.872340425531915,11.75,1.5,1.5
"2710",0,"5",53,"497783","0","0","0","0","1","0","0","0","0",1,0.428571428571429,0.769230769230769,17.6666666666667,1.66666666666667,2
"2711",0,"0",18,"582200","0","1","0","0","1","0","1","1","0",1,0,0.944444444444444,6,1,0.666666666666667
"2712",0,"5",28,"252076","0","1","0","0","1","0","1","1","0",4,0.333333333333333,0.964285714285714,7,1.25,1.5
"2713",0,"5",66,"659458","1","2","1","1","2","1","1","1","1",3,0.4,0.73134328358209,11,1.66666666666667,2
"2714",0,"5",7,"776869","0","1","0","0","1","0","0","1","0",1,0.5,1,7,1,4
"2715",0,"5",74,"843932","0","1","0","0","2","0","1","3","0",4,0.363636363636364,0.716216216216216,10.5714285714286,1.28571428571429,2.42857142857143
"2716",0,"5",84,"872071","0","0","0","0","1","0","0","1","0",5,0.461538461538462,0.725,12,1.57142857142857,3.14285714285714
"2717",0,"5",52,"424348","0","1","0","0","3","0","1","1","0",4,0.285714285714286,0.84,13,1.5,2.5
"2718",0,"5",44,"118473","0","0","1","0","0","0","0","2","1",6,0.333333333333333,1,14.6666666666667,11.6666666666667,3.66666666666667
"2719",0,"4",44,"834881","0","3","1","0","2","0","2","2","1",4,0.333333333333333,0.863636363636364,11,1.25,1.75
"2720",0,"3",46,"123443","0","1","1","0","1","1","1","0","1",1,0.5,0.673913043478261,15.3333333333333,2,2
"2721",0,"1",39,"627456","0","1","1","0","0","0","0","1","1",1,0.2,0.921052631578947,9.75,1,2
"2722",0,"5",53,"402046","0","2","2","0","4","1","1","3","2",6,0.428571428571429,0.903846153846154,10.6,0.8,1.4
"2723",0,"5",59,"798450","0","1","0","1","2","0","0","2","1",3,0.142857142857143,0.75,14.75,3.5,3.25
"2724",0,"5",19,"213962","0","0","0","0","0","0","0","0","0",0,0.333333333333333,0.894736842105263,9.5,7.5,3.5
"2725",0.2,"5",22,"527811","0","0","0","0","1","0","0","1","0",2,0.166666666666667,1,4.4,1.4,1.2
"2726",0,"4",45,"469863","0","0","0","0","2","0","0","0","0",6,0.428571428571429,0.953488372093023,11.25,1.25,1.75
"2727",0,"5",25,"562614","0","0","0","0","1","0","0","0","0",2,0.4,0.916666666666667,8.33333333333333,1.33333333333333,1.33333333333333
"2728",0,"5",50,"111838","0","0","0","0","1","0","0","1","0",3,0.333333333333333,0.877551020408163,12.5,1,1.5
"2729",0,"5",39,"438958","0","0","0","0","0","0","0","0","1",0,0.4,0.871794871794872,6.5,1.5,1.16666666666667
"2730",0,"5",69,"386611","0","3","0","0","2","0","1","2","0",2,0.428571428571429,0.72463768115942,17.25,2,2.5
"2731",0,"5",80,"867600","0","2","0","0","5","0","1","4","0",7,0.222222222222222,0.753246753246753,11.4285714285714,3,2.42857142857143
"2732",0,"5",44,"111286","0","1","0","0","0","0","0","0","0",1,0.4,0.80952380952381,8.8,2.4,1.6
"2733",0,"5",66,"700395","0","0","0","0","1","0","0","0","1",2,0.4,0.692307692307692,11,1.66666666666667,2.16666666666667
"2734",0.2,"4",91,"45357","0","3","0","1","2","0","1","2","0",5,0.5,0.662921348314607,18.2,1.8,2.6
"2735",0,"5",120,"284999","1","2","1","2","2","2","0","0","2",5,0.461538461538462,0.708333333333333,17.1428571428571,1.71428571428571,3.85714285714286
"2736",0,"0",107,"686640","0","2","0","0","2","1","0","1","0",6,0.357142857142857,0.728971962616822,11.8888888888889,1.77777777777778,2.22222222222222
"2737",0,"4",77,"565972","0","3","0","0","4","1","2","6","1",6,0.272727272727273,0.74025974025974,9.625,1.375,1.375
"2738",0,"5",49,"624718","0","0","0","0","0","0","0","0","0",0,0.333333333333333,0.795918367346939,12.25,1,1.75
"2739",0,"5",7,"32328","0","1","0","0","1","0","0","1","0",1,0,1,3.5,2,3
"2740",0,"5",12,"367721","0","0","0","0","0","0","0","0","0",0,0,1,12,1,1
"2741",0,"5",21,"10248","0","0","0","0","1","0","0","0","0",1,0.5,0.904761904761905,21,2,4
"2742",0,"5",67,"754213","0","1","0","1","1","0","0","1","0",1,0.416666666666667,0.805970149253731,9.57142857142857,2.42857142857143,2.42857142857143
"2743",0,"5",20,"652942","0","0","0","0","0","0","0","0","0",0,0,1,6.66666666666667,1,1.66666666666667
"2744",0,"5",28,"765873","0","0","0","0","0","0","0","0","1",0,0.25,0.884615384615385,9.33333333333333,1,1
"2745",0,"5",27,"627562","0","0","0","0","0","0","0","0","1",0,0.25,0.851851851851852,9,1.33333333333333,1.33333333333333
"2746",0,"5",40,"416969","0","2","0","0","3","0","2","4","0",5,0.333333333333333,0.825,10,3,1
"2747",0,"5",98,"256811","0","3","0","0","4","0","2","4","0",7,0.4,0.755102040816326,16.3333333333333,1.5,2.33333333333333
"2748",0,"5",31,"188452","0","1","0","0","1","1","1","1","0",1,0.333333333333333,0.838709677419355,7.75,1,1
"2749",0,"5",142,"425928","1","3","0","1","0","1","0","0","2",2,0.444444444444444,0.671641791044776,12.9090909090909,1.90909090909091,3
"2750",0,"5",31,"539447","0","0","0","0","0","0","0","0","1",1,0.333333333333333,0.935483870967742,7.75,1,1.25
"2751",0,"0",45,"158395","0","1","0","1","2","0","1","2","0",2,0.285714285714286,0.777777777777778,9,1.2,1.6
"2752",0,"5",19,"427829","0","1","0","0","2","0","1","1","0",2,0.4,0.842105263157895,6.33333333333333,1.33333333333333,1
"2753",0,"4",86,"293780","1","3","0","1","1","1","1","1","2",3,0.333333333333333,0.821428571428571,10.75,1.375,2.25
"2754",0,"5",25,"255270","0","1","0","0","2","0","2","2","0",2,0.25,0.92,8.33333333333333,1,1.33333333333333
"2755",0,"5",2,"650546","0","1","0","0","1","0","0","1","0",1,0,1,2,1,0
"2756",0,"4",49,"500844","1","2","0","0","0","0","0","1","0",1,0.5,0.857142857142857,49,4,9
"2757",0,"5",32,"343390","0","3","0","0","3","0","1","3","0",3,0.25,0.935483870967742,16,1.5,2.5
"2758",0,"5",58,"287388","0","0","2","1","2","0","0","1","2",3,0.2,0.781818181818182,14.5,3,2
"2759",0,"5",20,"708582","0","0","0","0","1","0","0","0","0",1,0.142857142857143,0.91304347826087,4,1,2.6
"2760",0,"4",48,"850773","0","1","1","0","1","1","1","1","2",1,0.375,0.875,9.6,4,1.2
"2761",0,"5",32,"512785","0","1","1","1","3","1","0","0","1",3,0.285714285714286,0.909090909090909,6.4,1.6,1.8
"2762",0,"0",40,"629032","0","1","0","0","2","0","1","1","0",2,0.375,0.775,10,2,1.5
"2763",0,"5",45,"706412","0","2","0","1","2","0","2","2","0",3,0.333333333333333,0.777777777777778,7.5,2,1.16666666666667
"2764",0,"5",37,"777912","1","0","0","0","1","0","0","1","1",1,0.285714285714286,0.857142857142857,7.4,2.2,2.4
"2765",0,"5",29,"776080","0","0","0","0","1","1","0","0","2",2,0.428571428571429,0.862068965517241,7.25,1.75,1.5
"2766",0,"5",61,"428641","0","1","0","1","4","1","2","4","3",5,0.5,0.725806451612903,20.3333333333333,7,3.66666666666667
"2767",0,"5",59,"397102","0","1","1","0","0","0","0","0","1",2,0.333333333333333,0.741379310344828,9.83333333333333,1.5,1.33333333333333
"2768",0,"4",57,"792495","0","2","0","0","1","0","1","2","0",4,0.333333333333333,0.824561403508772,14.25,1.25,1.25
"2769",0,"5",32,"488315","0","0","0","0","1","0","0","0","1",1,0.4,0.875,10.6666666666667,1,1.33333333333333
"2770",0,"5",71,"418019","1","1","0","1","2","0","1","2","1",2,0.461538461538462,0.776119402985075,10.1428571428571,1.28571428571429,2.28571428571429
"2771",0,"4",34,"242735","1","2","0","1","0","0","0","0","1",0,0.5,0.882352941176471,17,3,2
"2772",0,"5",102,"834958","1","2","1","2","1","1","0","2","1",3,0.333333333333333,0.683168316831683,12.75,1.25,1.875
"2773",0,"5",8,"870465","0","0","0","0","0","0","0","0","0",0,0.5,0.875,8,2,1
"2774",0,"0",33,"33560","0","0","0","0","3","0","1","2","0",3,0.166666666666667,0.935483870967742,6.6,1,1.2
"2775",0,"4",40,"174371","0","2","0","0","1","0","1","2","0",2,0.333333333333333,0.95,10,1.25,1.75
"2776",0,"5",40,"112073","0","0","0","1","1","0","0","1","0",2,0.375,0.75609756097561,10,3,3.5
"2777",0,"4",73,"585311","1","6","0","1","5","0","2","4","1",8,0.4,0.797297297297297,12.1666666666667,1.33333333333333,2.16666666666667
"2778",0,"5",52,"62622","0","2","0","0","3","0","2","0","1",3,0.461538461538462,0.862745098039216,8.66666666666667,1.33333333333333,1.66666666666667
"2779",0,"5",29,"539433","0","2","0","0","2","0","0","1","0",3,0,0.862068965517241,7.25,1.75,1.75
"2780",0.333333333333333,"5",25,"511336","0","1","0","0","0","0","0","0","0",0,0.25,0.92,8.33333333333333,1,1
"2781",0,"5",89,"165164","2","4","0","0","3","1","1","4","4",6,0.461538461538462,0.617977528089888,12.7142857142857,1.85714285714286,1.14285714285714
"2782",0.333333333333333,"5",47,"101664","0","0","0","0","2","0","0","2","0",3,0.25,0.895833333333333,15.6666666666667,2,3.66666666666667
"2783",0,"5",18,"872718","0","0","0","0","0","0","0","0","0",0,0.5,0.833333333333333,9,0,3
"2784",0,"5",56,"380911","1","2","1","0","2","1","1","3","1",4,0.333333333333333,0.854545454545454,9.33333333333333,1,1.83333333333333
"2785",0,"5",52,"558732","0","2","0","0","1","1","1","2","0",4,0.375,0.84,10.4,1.2,1.8
"2786",0.166666666666667,"4",54,"702273","0","2","0","0","3","0","1","3","0",5,0.333333333333333,0.784313725490196,9,1.33333333333333,1.66666666666667
"2787",0,"5",27,"483002","0","4","0","0","3","0","3","3","0",5,0.4,0.888888888888889,9,1,2.66666666666667
"2788",0,"5",65,"118819","0","0","0","0","1","0","0","1","0",1,0.5,0.777777777777778,21.6666666666667,2.66666666666667,3.66666666666667
"2789",0,"5",52,"50240","0","2","0","0","3","1","2","1","1",3,0.333333333333333,0.803921568627451,13,2,2.25
"2790",0,"5",8,"458575","0","1","0","0","1","0","1","1","0",1,0,1,8,1,1
"2791",0,"5",112,"287130","2","2","2","2","4","3","2","4","4",5,0.357142857142857,0.722222222222222,12.4444444444444,1.66666666666667,2
"2792",0,"5",87,"811285","0","3","0","0","2","0","2","4","2",5,0.454545454545455,0.744186046511628,14.5,2.5,2.66666666666667
"2793",0,"5",127,"395209","0","2","0","0","4","0","1","4","0",4,0.375,0.684615384615385,12.7,3.3,3.4
"2794",0,"5",164,"317810","0","3","0","0","2","0","0","4","1",7,0.368421052631579,0.596273291925466,13.6666666666667,2.83333333333333,1.25
"2795",0,"5",4,"557016","0","0","0","0","1","0","0","0","0",1,0,1,4,1,1
"2796",0,"5",22,"598891","0","1","0","0","1","0","0","0","0",1,0.333333333333333,0.956521739130435,11,4.5,3.5
"2797",0,"5",18,"865663","0","2","0","0","2","0","1","2","0",4,0.2,1,4.5,1,1
"2798",0,"4",44,"20506","0","0","0","0","0","0","0","0","1",1,0.3,0.886363636363636,7.33333333333333,1.16666666666667,1.33333333333333
"2799",0,"5",40,"672452","1","1","1","1","1","1","2","1","1",1,0.333333333333333,0.85,6.66666666666667,1.83333333333333,1.83333333333333
"2800",0,"5",25,"726823","0","1","0","0","1","0","0","1","0",1,0.333333333333333,0.96,12.5,1.5,1
"2801",0,"5",145,"866284","2","1","1","3","2","2","2","0","3",2,0.375,0.63013698630137,29,3,5
"2802",0,"4",13,"361972","0","1","0","1","1","0","0","0","0",2,0,1,6.5,1,1
"2803",0,"5",49,"207297","0","1","1","1","1","0","1","1","0",2,0.3,0.836734693877551,8.16666666666667,2,1.66666666666667
"2804",0,"5",16,"268095","0","1","0","0","1","0","1","1","0",1,0.25,1,16,6,6
